planner,transformer,n_collisions,planning_duration,path_length,n_collisions_std,planning_duration_std,path_length_std,num_failed,n_obs
PRMstar,FeatureAgglomeration,0.0,1.6130402088165283,0.18979485566357296,0.0,0.058757735825565982,0.0,0.0,100
PRMstar,TruncatedSVD,0.0,1.6380823373794555,0.18979485566357296,0.0,0.062637366749403012,0.0,0.0,100
PRMstar,PCA,0.0,1.642099666595459,0.18979485566357296,0.0,0.074794428425770124,0.0,0.0,100
PRMstar,KernelPCA,0.0,1.6375890254974366,3.6175274197424905,0.0,0.051350762207944718,10.283197692236753,0.0,100
PRMstar,RandomizedPCA,0.0,1.6566505908966065,3.4822248922212622,0.0,0.071137963103763524,9.8772901096730692,0.0,100
