planner,transformer,n_collisions,planning_duration,path_length,n_collisions_std,planning_duration_std,path_length_std,num_failed,n_obs
PRMstar,FeatureAgglomeration,0.0,1.5223469734191895,52.328191261411682,0.0,0.0,0.0,9,100
PRMstar,TruncatedSVD,nan,nan,nan,nan,nan,nan,10,100
PRMstar,PCA,0.0,1.5255204439163208,52.628795379356816,0.0,0.0050014257431030273,5.6961007003151813,8,100
PRMstar,KernelPCA,0.0,1.541273832321167,43.10332131819176,0.0,0.0,0.0,9,100
PRMstar,RandomizedPCA,0.0,1.5456838607788086,41.355482128626313,0.0,0.031556501946370934,8.9559876565797296,6,100
